,acc_train,acc_test,rmse_train,rmse_test,auc_train,auc_test,recall_train,recall_test,precision_train,precision_test
0,0.999054820415879,0.8562076749435666,0.030743773095067282,0.3791995847260825,0.9989331054413473,0.8450318247797269,0.9994583370948813,0.8887291030019774,0.9990073993863924,0.8830148240757278
0,0.920104525742244,0.8542889390519187,0.2826578749261305,0.3817211822103684,0.9138686139875384,0.8439351252007881,0.9407781890403539,0.8817795108117689,0.93028030708802,0.8885515270584032
0,0.8954742577560325,0.8502257336343115,0.32330441111121194,0.38700680403022436,0.8874185259820162,0.8399271864789105,0.9221810959646114,0.8767195767195767,0.9093741654055016,0.8878371137703162
0,0.881074168797954,0.8442437923250564,0.3448562471553126,0.3946596098854601,0.8719697848425931,0.8334501440130532,0.911257560711384,0.8719802503967554,0.8972444444444444,0.8831934273977496
0,0.8576114755921272,0.8339729119638826,0.37734403984675946,0.40746421687814177,0.8458685293682259,0.8224627838627852,0.8965423851223255,0.8631245601688952,0.8752864445619601,0.8762278978388998
0,0.8497720449238296,0.8305869074492099,0.38759251163582914,0.41159821738048147,0.8371621416175798,0.8190532343553193,0.891577141825404,0.8590956887486856,0.868067153028039,0.8755134845508127
0,0.8445457578116312,0.82686230248307,0.3942768598185401,0.41609818254461295,0.8315031140390404,0.8147214513784659,0.887785501489573,0.8576456097131797,0.8636164046719944,0.8705125915342026
0,0.8379850995218503,0.8253950338600452,0.40251074579214613,0.4178575907410979,0.8254959921923397,0.8129645081298873,0.879389726460233,0.8574453069865914,0.8605883912006361,0.8680121450258975
0,0.8347047703769599,0.8209932279909706,0.40656516036551893,0.42309191910154625,0.8220158923065326,0.8080088918100448,0.8767716890854924,0.85519560984245,0.8579505300353357,0.8628326486872656
0,0.8253641721338819,0.8153498871331828,0.41789451763108604,0.42970933532658695,0.8113283006794384,0.8020593950802585,0.871896722939424,0.8496559025939651,0.8486818980667838,0.859974995534917
0,0.8082397420215723,0.8053047404063205,0.4379043936505178,0.4412428578387184,0.7915982287071593,0.7914837722687752,0.8634106707592308,0.8394672274798458,0.8316521739130435,0.8555099124843722
0,0.8004559101523407,0.7954853273137698,0.4467035816373754,0.4522329849604408,0.7798054377786526,0.7825057200898108,0.8689175769612711,0.8222978723404255,0.818313212038769,0.8628326486872656
0,0.7925608806849772,0.7918735891647856,0.4554548488215081,0.45620873603561607,0.7704003723040675,0.7794323898168892,0.8660287081339713,0.815811606391926,0.8102195945945946,0.8662261118056795
